DATE,TICKER,PRC,SHROUT,CFACPR,SPRTRN
5/9/18,PG,72.37,2514599,1,0.009682
5/10/18,PG,73.15,2514599,1,0.009371
5/11/18,PG,73.37,2514599,1,0.001708
5/14/18,PG,73.28,2514599,1,0.000884
5/15/18,PG,72.95,2514599,1,-0.006842
5/16/18,PG,73.53,2514599,1,0.004061
5/17/18,PG,73.96,2514599,1,-0.000856
5/18/18,PG,73.45,2514599,1,-0.002632
5/21/18,PG,74.06,2514599,1,0.007387
5/22/18,PG,74.03,2514599,1,-0.003136
5/23/18,PG,74.18,2514599,1,0.003248
5/24/18,PG,73.77,2514599,1,-0.002023
5/25/18,PG,74.31,2514599,1,-0.002357
5/29/18,PG,74.05,2514599,1,-0.011564
5/30/18,PG,74.89,2514599,1,0.012696
5/31/18,PG,73.17,2514599,1,-0.00688
6/1/18,PG,73.45,2514599,1,0.010849
6/4/18,PG,74.18,2514599,1,0.00448
6/5/18,PG,73.97,2514599,1,0.000703
6/6/18,PG,74.35,2514599,1,0.008567
6/7/18,PG,75.76,2514599,1,-0.000714
6/8/18,PG,77.18,2514599,1,0.003126
6/11/18,PG,77.53,2514599,1,0.001069
6/12/18,PG,77.24,2514599,1,0.001743
6/13/18,PG,76.47,2514599,1,-0.004026
6/14/18,PG,75.99,2514599,1,0.002472
6/15/18,PG,77.38,2514599,1,-0.001017
6/18/18,PG,75.84,2514599,1,-0.002126
6/19/18,PG,76.33,2514599,1,-0.004023
6/20/18,PG,75.85,2514599,1,0.001712
6/21/18,PG,76.44,2514599,1,-0.006345
6/22/18,PG,77.43,2514599,1,0.001862
6/25/18,PG,77.79,2514599,1,-0.013725
6/26/18,PG,78,2514599,1,0.002205
6/27/18,PG,77.69,2514599,1,-0.008604
6/28/18,PG,78.05,2514599,1,0.006179
6/29/18,PG,78.06,2514599,1,0.000758
7/2/18,PG,78.13,2514599,1,0.003068
7/3/18,PG,77.9,2514599,1,-0.004947
7/5/18,PG,79.21,2514599,1,0.008621
7/6/18,PG,79.31,2514599,1,0.008481
7/9/18,PG,77.86,2514599,1,0.008823
7/10/18,PG,79.82,2514599,1,0.003473
7/11/18,PG,79.16,2514599,1,-0.007094
7/12/18,PG,78.89,2514599,1,0.008749
7/13/18,PG,79.31,2514599,1,0.001079
7/16/18,PG,79.53,2514599,1,-0.001028
7/17/18,PG,80.03,2514599,1,0.003974
7/18/18,PG,79.72,2514599,1,0.00216
7/19/18,PG,78.73,2514599,1,-0.003953
7/20/18,PG,78.68,2514599,1,-0.000948
7/23/18,PG,78.51,2514599,1,0.001838
7/24/18,PG,78.99,2514599,1,0.004781
7/25/18,PG,79.47,2514599,1,0.009102
7/26/18,PG,80.09,2514599,1,-0.003032
7/27/18,PG,80.58,2514599,1,-0.006562
7/30/18,PG,80.2,2514599,1,-0.005754
7/31/18,PG,80.88,2514599,1,0.004885
8/1/18,PG,80.65,2514599,1,-0.00104
8/2/18,PG,82,2514599,1,0.004926
8/3/18,PG,82.33,2514599,1,0.004644
8/6/18,PG,82.52,2514599,1,0.003538
8/7/18,PG,82.64,2514599,1,0.002824
8/8/18,PG,82.35,2514599,1,-0.000262
8/9/18,PG,81.4,2514599,1,-0.001442
8/10/18,PG,81.43,2514599,1,-0.007114
8/13/18,PG,81.52,2514599,1,-0.004006
8/14/18,PG,81.31,2514599,1,0.006389
8/15/18,PG,82.3,2514599,1,-0.007602
8/16/18,PG,83.69,2514599,1,0.007919
8/17/18,PG,83.69,2514599,1,0.003323
8/20/18,PG,83.64,2514599,1,0.002428
8/21/18,PG,83.9,2514599,1,0.002069
8/22/18,PG,83.39,2514599,1,-0.000398
8/23/18,PG,83.24,2514599,1,-0.001691
8/24/18,PG,83.36,2514599,1,0.006199
8/27/18,PG,83.44,2514599,1,0.00767
8/28/18,PG,83.48,2514599,1,0.000269
8/29/18,PG,83.49,2514599,1,0.005701
8/30/18,PG,83.41,2514599,1,-0.00443
8/31/18,PG,82.95,2489159,1,0.000134
9/4/18,PG,82.7,2489159,1,-0.001654
9/5/18,PG,83.29,2489159,1,-0.002803
9/6/18,PG,82.65,2489159,1,-0.003652
9/7/18,PG,81.91,2489159,1,-0.002213
9/10/18,PG,82.38,2489159,1,0.001898
9/11/18,PG,82.01,2489159,1,0.00374
9/12/18,PG,83.11,2489159,1,0.000357
9/13/18,PG,83.45,2489159,1,0.005282
9/14/18,PG,83.61,2489159,1,0.000275
9/17/18,PG,84.25,2489159,1,-0.00557
9/18/18,PG,84,2489159,1,0.005369
9/19/18,PG,84,2489159,1,0.001253
9/20/18,PG,85.36,2489159,1,0.007841
9/21/18,PG,85.82,2489159,1,-0.000369
9/24/18,PG,84.27,2489159,1,-0.003516
9/25/18,PG,83.12,2489159,1,-0.001305
9/26/18,PG,83.26,2489159,1,-0.003289
9/27/18,PG,82.86,2489159,1,0.002763
9/28/18,PG,83.23,2489159,1,-0.000007
10/1/18,PG,83.67,2489159,1,0.003641
10/2/18,PG,84.36,2489159,1,-0.000397
10/3/18,PG,83.03,2489159,1,0.000711
10/4/18,PG,81.92,2489159,1,-0.00817
10/5/18,PG,82.15,2489159,1,-0.005528
10/8/18,PG,82.4,2489159,1,-0.000395
10/9/18,PG,82.2,2489159,1,-0.001418
10/10/18,PG,81.44,2489159,1,-0.032864
10/11/18,PG,78.87,2489159,1,-0.020573
10/12/18,PG,79.06,2489159,1,0.014206
10/15/18,PG,80.13,2489159,1,-0.005905
10/16/18,PG,81.01,2489159,1,0.021496
10/17/18,PG,81.86,2489159,1,-0.000253
10/18/18,PG,80.24,2489159,1,-0.014392
10/19/18,PG,87.3,2489159,1,-0.000361
10/22/18,PG,86.6,2489159,1,-0.004299
10/23/18,PG,87.16,2489159,1,-0.005512
10/24/18,PG,89.46,2489159,1,-0.030864
10/25/18,PG,89,2489159,1,0.018625
10/26/18,PG,87.86,2489159,1,-0.017327
10/29/18,PG,88.24,2489159,1,-0.00656
10/30/18,PG,89.19,2489159,1,0.015667
10/31/18,PG,88.68,2491408,1,0.010851
11/1/18,PG,89.59,2491408,1,0.010558
11/2/18,PG,89.81,2491408,1,-0.006317
11/5/18,PG,91.2,2491408,1,0.0056
11/6/18,PG,91.51,2491408,1,0.006259
11/7/18,PG,91.29,2491408,1,0.021209
11/8/18,PG,91.36,2491408,1,-0.002509
11/9/18,PG,92.41,2491408,1,-0.009199
11/12/18,PG,92.7,2491408,1,-0.019701
11/13/18,PG,93.47,2491408,1,-0.001482
11/14/18,PG,93.49,2491408,1,-0.007567
11/15/18,PG,93.83,2491408,1,0.010594
11/16/18,PG,93.82,2491408,1,0.002223
11/19/18,PG,93.29,2491408,1,-0.016643
11/20/18,PG,92.1,2491408,1,-0.018151
11/21/18,PG,91.41,2491408,1,0.003043
11/23/18,PG,91.54,2491408,1,-0.006555
11/26/18,PG,91.94,2491408,1,0.015532
11/27/18,PG,92.72,2491408,1,0.003262
11/28/18,PG,93.01,2491408,1,0.022974
11/29/18,PG,92.82,2491408,1,-0.002198
11/30/18,PG,94.51,2491408,1,0.008186
12/3/18,PG,93.32,2491408,1,0.010941
12/4/18,PG,93.31,2491408,1,-0.032365
12/6/18,PG,93.55,2491408,1,-0.001522
12/7/18,PG,92.45,2491408,1,-0.02332
12/10/18,PG,93.03,2491408,1,0.001762
12/11/18,PG,93.91,2491408,1,-0.000356
12/12/18,PG,94.03,2491408,1,0.005419
12/13/18,PG,96.49,2491408,1,-0.0002
12/14/18,PG,96.64,2491408,1,-0.019087
12/17/18,PG,92.77,2491408,1,-0.020773
12/18/18,PG,92.49,2491408,1,0.000086
12/19/18,PG,91.76,2491408,1,-0.015396
12/20/18,PG,90.98,2491408,1,-0.015772
12/21/18,PG,90.97,2491408,1,-0.020588
12/24/18,PG,87.36,2491408,1,-0.027112
12/26/18,PG,90.09,2491408,1,0.049594
12/27/18,PG,92.02,2491408,1,0.008563
12/28/18,PG,91.18,2491408,1,-0.001242
12/31/18,PG,91.92,2491408,1,0.008492
1/2/19,PG,91.28,2491408,1,0.001269
1/3/19,PG,90.64,2491408,1,-0.024757
1/4/19,PG,92.49,2491408,1,0.034336
1/7/19,PG,92.12,2491408,1,0.00701
1/8/19,PG,92.46,2491408,1,0.009695
1/9/19,PG,90.95,2491408,1,0.004098
1/10/19,PG,91.17,2491408,1,0.004518
1/11/19,PG,91.77,2491408,1,-0.000146
1/14/19,PG,91.15,2491408,1,-0.005258
1/15/19,PG,92.01,2491408,1,0.010722
1/16/19,PG,91.37,2491408,1,0.002222
1/17/19,PG,90.64,2491408,1,0.007591
1/18/19,PG,91.42,2491408,1,0.013183
1/22/19,PG,90.44,2491408,1,-0.014157
1/23/19,PG,94.84,2491408,1,0.002203
1/24/19,PG,94.3,2491408,1,0.001376
1/25/19,PG,93.6,2491408,1,0.008489
1/28/19,PG,93.52,2491408,1,-0.007847
1/29/19,PG,93.54,2491408,1,-0.001456
1/30/19,PG,94.52,2491408,1,0.015549
1/31/19,PG,96.47,2501580,1,0.008597
2/1/19,PG,97.47,2501580,1,0.000899
2/4/19,PG,98.03,2501580,1,0.006776
2/5/19,PG,97.44,2501580,1,0.004708
2/6/19,PG,97.92,2501580,1,-0.002224
2/7/19,PG,97.14,2501580,1,-0.009357
2/8/19,PG,97.71,2501580,1,0.000676
2/11/19,PG,98.27,2501580,1,0.000709
2/12/19,PG,99.26,2501580,1,0.01289
2/13/19,PG,99.24,2501580,1,0.003024
2/14/19,PG,98.46,2501580,1,-0.002652
2/15/19,PG,98.48,2501580,1,0.010879
2/19/19,PG,99.99,2501580,1,0.001499
2/20/19,PG,99.28,2501580,1,0.001777
2/21/19,PG,99.78,2501580,1,-0.003526
2/22/19,PG,100.25,2501580,1,0.006411
2/25/19,PG,99.57,2501580,1,0.001232
2/26/19,PG,99.83,2501580,1,-0.00079
2/27/19,PG,98.91,2501580,1,-0.000544
2/28/19,PG,98.55,2501580,1,-0.002826
3/1/19,PG,98.44,2501580,1,0.006895
3/4/19,PG,98.87,2501580,1,-0.003881
3/5/19,PG,99.09,2501580,1,-0.001131
3/6/19,PG,98.93,2501580,1,-0.006524
3/7/19,PG,98.55,2501580,1,-0.008126
3/8/19,PG,98.41,2501580,1,-0.002132
3/11/19,PG,99.58,2501580,1,0.014666
3/12/19,PG,100.05,2501580,1,0.002953
3/13/19,PG,101.18,2501580,1,0.00695
3/14/19,PG,101.32,2501580,1,-0.000868
3/15/19,PG,102.44,2501580,1,0.004985
3/18/19,PG,101.51,2501580,1,0.003706
3/19/19,PG,101.9,2501580,1,-0.000131
3/20/19,PG,101.72,2501580,1,-0.002944
3/21/19,PG,102.49,2501580,1,0.010853
3/22/19,PG,101.66,2501580,1,-0.018975
3/25/19,PG,101.96,2501580,1,-0.000839
3/26/19,PG,103.02,2501580,1,0.007183
3/27/19,PG,102.9,2501580,1,-0.004644
3/28/19,PG,103.55,2501580,1,0.00359
3/29/19,PG,104.05,2501580,1,0.006734
4/1/19,PG,103.64,2501580,1,0.011569
4/2/19,PG,103.75,2501580,1,0.000017
4/3/19,PG,103.69,2501580,1,0.002148
4/4/19,PG,103.43,2501580,1,0.002085
4/5/19,PG,103.65,2501580,1,0.004636
4/8/19,PG,104.97,2501580,1,0.001047
4/9/19,PG,104.66,2501580,1,-0.006067
4/10/19,PG,104.65,2501580,1,0.003478
4/11/19,PG,104.75,2501580,1,0.000038
4/12/19,PG,105.06,2501580,1,0.006609
4/15/19,PG,105.73,2501580,1,-0.000629
4/16/19,PG,106.42,2501580,1,0.000509
4/17/19,PG,105.85,2501580,1,-0.002274
4/18/19,PG,106.05,2501580,1,0.001579
4/22/19,PG,106.01,2501580,1,0.001012
4/23/19,PG,103.16,2501580,1,0.008841
4/24/19,PG,103.69,2501580,1,-0.002192
4/25/19,PG,103.28,2501580,1,-0.000369
4/26/19,PG,105.86,2501580,1,0.004685
4/29/19,PG,104.78,2501580,1,0.001071
4/30/19,PG,106.48,2508330,1,0.000951
5/1/19,PG,104.93,2508330,1,-0.007502
5/2/19,PG,105.56,2508330,1,-0.002124
5/3/19,PG,106.08,2508330,1,0.009638
5/6/19,PG,105.68,2508330,1,-0.004471
5/7/19,PG,104.7,2508330,1,-0.016512
5/8/19,PG,105.07,2508330,1,-0.001605
5/9/19,PG,104.24,2508330,1,-0.003021
5/10/19,PG,106.01,2508330,1,0.00372
5/13/19,PG,106.11,2508330,1,-0.024131
5/14/19,PG,105.6,2508330,1,0.008016
5/15/19,PG,106.7,2508330,1,0.005839
5/16/19,PG,108.11,2508330,1,0.008895
5/17/19,PG,107.45,2508330,1,-0.005837
5/20/19,PG,107.33,2508330,1,-0.006749
5/21/19,PG,106.37,2508330,1,0.008496
5/22/19,PG,106.72,2508330,1,-0.002824
5/23/19,PG,106.76,2508330,1,-0.011914
5/24/19,PG,106.69,2508330,1,0.001354
5/28/19,PG,104.46,2508330,1,-0.008376
5/29/19,PG,104.19,2508330,1,-0.006912
5/30/19,PG,105.33,2508330,1,0.002098
5/31/19,PG,102.91,2508330,1,-0.013195
6/3/19,PG,103.8,2508330,1,-0.002765
6/4/19,PG,104.68,2508330,1,0.021432
6/5/19,PG,106.73,2508330,1,0.008162
6/6/19,PG,107.38,2508330,1,0.006136
6/7/19,PG,108.77,2508330,1,0.010498
6/10/19,PG,108.72,2508330,1,0.00466
6/11/19,PG,109.38,2508330,1,-0.00035
6/12/19,PG,109.68,2508330,1,-0.002038
6/13/19,PG,110.91,2508330,1,0.004097
6/14/19,PG,111.2,2508330,1,-0.001612
6/17/19,PG,110.99,2508330,1,0.000932
6/18/19,PG,109.6,2508330,1,0.009717
6/19/19,PG,110.42,2508330,1,0.002985
6/20/19,PG,111.74,2508330,1,0.009472
6/21/19,PG,111.2,2508330,1,-0.001259
6/24/19,PG,112.33,2508330,1,-0.001732
6/25/19,PG,111.72,2508330,1,-0.009496
6/26/19,PG,109.73,2508330,1,-0.001234
6/27/19,PG,109.78,2508330,1,0.003823
6/28/19,PG,109.65,2508330,1,0.005757
7/1/19,PG,110.49,2508330,1,0.007672
7/2/19,PG,111.48,2508330,1,0.002928
7/3/19,PG,114.08,2508330,1,0.007672
7/5/19,PG,113.15,2508330,1,-0.001806
7/8/19,PG,114.05,2508330,1,-0.004835
7/9/19,PG,112.91,2508330,1,0.001237
7/10/19,PG,113.75,2508330,1,0.004511
7/11/19,PG,114.38,2508330,1,0.002285
7/12/19,PG,114.99,2508330,1,0.00462
7/15/19,PG,115.48,2508330,1,0.000176
7/16/19,PG,115.89,2508330,1,-0.003404
7/17/19,PG,115.94,2508330,1,-0.006531
7/18/19,PG,115.44,2508330,1,0.003582
7/19/19,PG,115.01,2508330,1,-0.006177
7/22/19,PG,115.3,2508330,1,0.002829
7/23/19,PG,113.85,2508330,1,0.006848
7/24/19,PG,112.6,2508330,1,0.004688
7/25/19,PG,112.77,2508330,1,-0.005262
7/26/19,PG,114.73,2508330,1,0.007388
7/29/19,PG,116,2508330,1,-0.001616
7/30/19,PG,120.41,2508330,1,-0.002579
7/31/19,PG,118.04,2498100,1,-0.010886
8/1/19,PG,116.73,2498100,1,-0.008999
8/2/19,PG,116.44,2498100,1,-0.007283
8/5/19,PG,113.08,2498100,1,-0.029778
8/6/19,PG,114.28,2498100,1,0.013017
8/7/19,PG,115.52,2498100,1,0.000767
8/8/19,PG,117.44,2498100,1,0.018762
8/9/19,PG,116.78,2498100,1,-0.006617
8/12/19,PG,116.03,2498100,1,-0.012184
8/13/19,PG,117.25,2498100,1,0.014994
8/14/19,PG,115.79,2498100,1,-0.029293
8/15/19,PG,117.39,2498100,1,0.002464
8/16/19,PG,119.18,2498100,1,0.014426
8/19/19,PG,120.24,2498100,1,0.012106
8/20/19,PG,118.9,2498100,1,-0.007915
8/21/19,PG,119.2,2498100,1,0.008247
8/22/19,PG,119.42,2498100,1,-0.000506
8/23/19,PG,117.32,2498100,1,-0.025946
8/26/19,PG,119.32,2498100,1,0.010983
8/27/19,PG,120.55,2498100,1,-0.003203
8/28/19,PG,121.4,2498100,1,0.006545
8/29/19,PG,121.18,2498100,1,0.012687
8/30/19,PG,120.23,2502633,1,0.000643
9/3/19,PG,121.36,2502633,1,-0.006899
9/4/19,PG,123.21,2502633,1,0.010842
9/5/19,PG,122.76,2502633,1,0.01301
9/6/19,PG,122.87,2502633,1,0.000911
9/9/19,PG,122.17,2502633,1,-0.000094
9/10/19,PG,119.88,2502633,1,0.000322
9/11/19,PG,121.27,2502633,1,0.00723
9/12/19,PG,122.77,2502633,1,0.002879
9/13/19,PG,122.12,2502633,1,-0.000724
9/16/19,PG,119.75,2502633,1,-0.003136
9/17/19,PG,121.16,2502633,1,0.002582
9/18/19,PG,121.41,2502633,1,0.000343
9/19/19,PG,121.9,2502633,1,0.00002
9/20/19,PG,122.24,2502633,1,-0.004896
9/23/19,PG,123.22,2502633,1,-0.000097
9/24/19,PG,123.61,2502633,1,-0.008416
9/25/19,PG,123.02,2502633,1,0.006159
9/26/19,PG,124.31,2502633,1,-0.002429
9/27/19,PG,124.57,2502633,1,-0.005316
9/30/19,PG,124.38,2502633,1,0.005048
10/1/19,PG,123.85,2502633,1,-0.012258
10/2/19,PG,121.08,2502633,1,-0.017903
10/3/19,PG,121.74,2502633,1,0.007972
10/4/19,PG,124,2502633,1,0.014217
10/7/19,PG,122.84,2502633,1,-0.004478
10/8/19,PG,120.93,2502633,1,-0.015561
10/9/19,PG,121.98,2502633,1,0.009105
10/10/19,PG,121.94,2502633,1,0.006416
10/11/19,PG,121.09,2502633,1,0.010939
10/14/19,PG,120.05,2502633,1,-0.001387
10/15/19,PG,117.2,2502633,1,0.009956
10/16/19,PG,117.53,2502633,1,-0.002
10/17/19,PG,116.63,2502633,1,0.002763
10/18/19,PG,117.47,2502633,1,-0.003919
10/21/19,PG,119.08,2502633,1,0.006872
10/22/19,PG,122.18,2502633,1,-0.003569
10/23/19,PG,123,2502633,1,0.002847
10/24/19,PG,124.79,2502633,1,0.00192
10/25/19,PG,123.25,2502633,1,0.004073
10/28/19,PG,123.48,2502633,1,0.005581
10/29/19,PG,123.6,2502633,1,-0.000832
10/30/19,PG,124.94,2502633,1,0.003253
10/31/19,PG,124.51,2493812,1,-0.003023
11/1/19,PG,123.87,2493812,1,0.009662
11/4/19,PG,119.07,2493812,1,0.003704
11/5/19,PG,118.9,2493812,1,-0.001186
11/6/19,PG,120.32,2493812,1,0.000703
11/7/19,PG,119.62,2493812,1,0.00273
11/8/19,PG,119.7,2493812,1,0.002561
11/11/19,PG,119.33,2493812,1,-0.001962
11/12/19,PG,119.27,2493812,1,0.001565
11/13/19,PG,120.65,2493812,1,0.000712
11/14/19,PG,120.5,2493812,1,0.000837
11/15/19,PG,120.54,2493812,1,0.007695
11/18/19,PG,121.89,2493812,1,0.000503
11/19/19,PG,121.42,2493812,1,-0.000593
11/20/19,PG,122.29,2493812,1,-0.003756
11/21/19,PG,120.34,2493812,1,-0.001583
11/22/19,PG,120.29,2493812,1,0.002175
11/25/19,PG,120.51,2493812,1,0.007507
11/26/19,PG,122.26,2493812,1,0.002196
11/27/19,PG,121.76,2493812,1,0.004174
11/29/19,PG,122.06,2493812,1,-0.004011
12/2/19,PG,122.72,2493812,1,-0.008631
12/3/19,PG,122.95,2493812,1,-0.006638
12/4/19,PG,124.53,2493812,1,0.006324
12/5/19,PG,124.62,2493812,1,0.0015
12/6/19,PG,124.19,2493812,1,0.009136
12/9/19,PG,124.87,2493812,1,-0.003163
12/10/19,PG,124.27,2493812,1,-0.001097
12/11/19,PG,124.66,2493812,1,0.002908
12/12/19,PG,124.57,2493812,1,0.008575
12/13/19,PG,125.47,2493812,1,0.000073
12/16/19,PG,125.56,2493812,1,0.007148
12/17/19,PG,125.31,2493812,1,0.000335
12/18/19,PG,124.01,2493812,1,-0.000432
12/19/19,PG,124.92,2493812,1,0.004459
12/20/19,PG,125.36,2493812,1,0.004945
12/23/19,PG,124.9,2493812,1,0.000866
12/24/19,PG,125.22,2493812,1,-0.000195
12/26/19,PG,125.22,2493812,1,0.005128
12/27/19,PG,126.09,2493812,1,0.000034
12/30/19,PG,124.47,2493812,1,-0.005781
12/31/19,PG,124.9,2493812,1,0.002946
1/2/20,PG,123.41,2493812,1,0.008379
1/3/20,PG,122.58,2493812,1,-0.00706
1/6/20,PG,122.75,2493812,1,0.003533
1/7/20,PG,121.99,2493812,1,-0.002803
1/8/20,PG,122.51,2493812,1,0.004902
1/9/20,PG,123.85,2493812,1,0.006655
1/10/20,PG,123.97,2493812,1,-0.002855
1/13/20,PG,124.88,2493812,1,0.006976
1/14/20,PG,124.69,2493812,1,-0.001515
1/15/20,PG,125.96,2493812,1,0.00187
1/16/20,PG,126.07,2493812,1,0.008367
1/17/20,PG,126.41,2493812,1,0.003862
1/21/20,PG,126.09,2493812,1,-0.002652
1/22/20,PG,126.31,2493812,1,0.000289
1/23/20,PG,124.99,2493812,1,0.001141
1/24/20,PG,125.14,2493812,1,-0.009042
1/27/20,PG,125.69,2493812,1,-0.015731
1/28/20,PG,126.03,2493812,1,0.010054
1/29/20,PG,125.06,2493812,1,-0.000867
1/30/20,PG,125.95,2493812,1,0.003134
1/31/20,PG,124.62,2469453,1,-0.017706
2/3/20,PG,125.11,2469453,1,0.007255
2/4/20,PG,125.66,2469453,1,0.01498
2/5/20,PG,126.81,2469453,1,0.011251
2/6/20,PG,127.14,2469453,1,0.003326
2/7/20,PG,126.08,2469453,1,-0.005401
2/10/20,PG,126.17,2469453,1,0.007326
2/11/20,PG,124.16,2469453,1,0.001688
2/12/20,PG,123.45,2469453,1,0.006463
2/13/20,PG,124.96,2469453,1,-0.00163
2/14/20,PG,126.14,2469453,1,0.001844
2/18/20,PG,124.87,2469453,1,-0.00292
