DATE,TICKER,COMNAM,PRIMEXCH,PRC,VOL,SHROUT,CFACPR,CFACSHR,SPRTRN
20180126,UTX,UNITED TECHNOLOGIES CORP,N,137.98,3203557,798570,1,1,0.011841
20180129,UTX,UNITED TECHNOLOGIES CORP,N,136.67,3480373,798570,1,1,-0.006732
20180130,UTX,UNITED TECHNOLOGIES CORP,N,136.5,3571821,798570,1,1,-0.010899
20180131,UTX,UNITED TECHNOLOGIES CORP,N,138.00999,5909248,798570,1,1,0.000489
20180201,UTX,UNITED TECHNOLOGIES CORP,N,138.32001,4200290,798570,1,1,-0.000648
20180202,UTX,UNITED TECHNOLOGIES CORP,N,134.61,4684662,798570,1,1,-0.021209
20180205,UTX,UNITED TECHNOLOGIES CORP,N,127.24,6912958,798570,1,1,-0.040979
20180206,UTX,UNITED TECHNOLOGIES CORP,N,129.81,8672837,798570,1,1,0.017441
20180207,UTX,UNITED TECHNOLOGIES CORP,N,131.97,7906405,798570,1,1,-0.005002
20180208,UTX,UNITED TECHNOLOGIES CORP,N,127.48,7357528,798570,1,1,-0.037536
20180209,UTX,UNITED TECHNOLOGIES CORP,N,125.03,12116595,798570,1,1,0.014936
20180212,UTX,UNITED TECHNOLOGIES CORP,N,127.38,9548320,798570,1,1,0.013915
20180213,UTX,UNITED TECHNOLOGIES CORP,N,125.77,5067454,798570,1,1,0.002613
20180214,UTX,UNITED TECHNOLOGIES CORP,N,126.7,6949653,798570,1,1,0.013402
20180215,UTX,UNITED TECHNOLOGIES CORP,N,130,4556706,798570,1,1,0.012069
20180216,UTX,UNITED TECHNOLOGIES CORP,N,129.25999,4784741,798570,1,1,0.000373
20180220,UTX,UNITED TECHNOLOGIES CORP,N,126.46,4634865,798570,1,1,-0.005841
20180221,UTX,UNITED TECHNOLOGIES CORP,N,129.25999,7766096,798570,1,1,-0.005497
20180222,UTX,UNITED TECHNOLOGIES CORP,N,133.58,8072837,798570,1,1,0.000974
20180223,UTX,UNITED TECHNOLOGIES CORP,N,133.14999,4604590,798570,1,1,0.016028
20180226,UTX,UNITED TECHNOLOGIES CORP,N,135.47,4750364,798570,1,1,0.011757
20180227,UTX,UNITED TECHNOLOGIES CORP,N,133.91,4309880,798570,1,1,-0.012707
20180228,UTX,UNITED TECHNOLOGIES CORP,N,134.74001,9229664,799778,1,1,-0.011096
20180301,UTX,UNITED TECHNOLOGIES CORP,N,130.3,6331845,799778,1,1,-0.013324
20180302,UTX,UNITED TECHNOLOGIES CORP,N,129.94,5831135,799778,1,1,0.005072
20180305,UTX,UNITED TECHNOLOGIES CORP,N,131.71001,4764480,799778,1,1,0.011032
20180306,UTX,UNITED TECHNOLOGIES CORP,N,131.61,3040203,799778,1,1,0.002639
20180307,UTX,UNITED TECHNOLOGIES CORP,N,130.92999,2969228,799778,1,1,-0.000484
20180308,UTX,UNITED TECHNOLOGIES CORP,N,131.25999,3951633,799778,1,1,0.004463
20180309,UTX,UNITED TECHNOLOGIES CORP,N,134.07001,4172024,799778,1,1,0.017379
20180312,UTX,UNITED TECHNOLOGIES CORP,N,131.5,3636692,799778,1,1,-0.001274
20180313,UTX,UNITED TECHNOLOGIES CORP,N,130.14999,3860542,799778,1,1,-0.006364
20180314,UTX,UNITED TECHNOLOGIES CORP,N,129.58,3243598,799778,1,1,-0.005724
20180315,UTX,UNITED TECHNOLOGIES CORP,N,129.25,3007569,799778,1,1,-0.000782
20180316,UTX,UNITED TECHNOLOGIES CORP,N,128.33,7241796,799778,1,1,0.001703
20180319,UTX,UNITED TECHNOLOGIES CORP,N,127.2,3819775,799778,1,1,-0.014204
20180320,UTX,UNITED TECHNOLOGIES CORP,N,127.16,2814835,799778,1,1,0.001482
20180321,UTX,UNITED TECHNOLOGIES CORP,N,127,3487937,799778,1,1,-0.001844
20180322,UTX,UNITED TECHNOLOGIES CORP,N,124.07,4981946,799778,1,1,-0.025163
20180323,UTX,UNITED TECHNOLOGIES CORP,N,122.31,3862878,799778,1,1,-0.020967
20180326,UTX,UNITED TECHNOLOGIES CORP,N,126.64,11529895,799778,1,1,0.027157
20180327,UTX,UNITED TECHNOLOGIES CORP,N,125.28,9011430,799778,1,1,-0.017276
20180328,UTX,UNITED TECHNOLOGIES CORP,N,124.45,3122109,799778,1,1,-0.002917
20180329,UTX,UNITED TECHNOLOGIES CORP,N,125.82,2837872,800086,1,1,0.01377
20180402,UTX,UNITED TECHNOLOGIES CORP,N,123.48,6596490,800086,1,1,-0.022337
20180403,UTX,UNITED TECHNOLOGIES CORP,N,124.91,3804500,800086,1,1,0.012615
20180404,UTX,UNITED TECHNOLOGIES CORP,N,125.77,7261233,800086,1,1,0.011566
20180405,UTX,UNITED TECHNOLOGIES CORP,N,125.76,4078888,800086,1,1,0.006863
20180406,UTX,UNITED TECHNOLOGIES CORP,N,122.76,4454247,800086,1,1,-0.02192
20180409,UTX,UNITED TECHNOLOGIES CORP,N,122.22,3555440,800086,1,1,0.003337
20180410,UTX,UNITED TECHNOLOGIES CORP,N,122.96,4258153,800086,1,1,0.016727
20180411,UTX,UNITED TECHNOLOGIES CORP,N,122.45,2620858,800086,1,1,-0.005525
20180412,UTX,UNITED TECHNOLOGIES CORP,N,123.25,3232340,800086,1,1,0.008251
20180413,UTX,UNITED TECHNOLOGIES CORP,N,122.71,3469139,800086,1,1,-0.002887
20180416,UTX,UNITED TECHNOLOGIES CORP,N,123.81,3507415,800086,1,1,0.008109
20180417,UTX,UNITED TECHNOLOGIES CORP,N,124.53,4203379,800086,1,1,0.010662
20180418,UTX,UNITED TECHNOLOGIES CORP,N,124.8,4129247,800086,1,1,0.000831
20180419,UTX,UNITED TECHNOLOGIES CORP,N,123.85,4824141,800086,1,1,-0.005726
20180420,UTX,UNITED TECHNOLOGIES CORP,N,123.08,5376886,800086,1,1,-0.008537
20180423,UTX,UNITED TECHNOLOGIES CORP,N,123.46,3280606,800086,1,1,0.000056
20180424,UTX,UNITED TECHNOLOGIES CORP,N,122.1,8151481,800086,1,1,-0.013381
20180425,UTX,UNITED TECHNOLOGIES CORP,N,121.45,4720929,800086,1,1,0.001837
20180426,UTX,UNITED TECHNOLOGIES CORP,N,122.82,3586039,800086,1,1,0.010434
20180427,UTX,UNITED TECHNOLOGIES CORP,N,122.46,2901055,800086,1,1,0.001114
20180430,UTX,UNITED TECHNOLOGIES CORP,N,120.15,4442093,800059,1,1,-0.008188
20180501,UTX,UNITED TECHNOLOGIES CORP,N,118.96,4146273,800059,1,1,0.002549
20180502,UTX,UNITED TECHNOLOGIES CORP,N,118.5,3058374,800059,1,1,-0.007206
20180503,UTX,UNITED TECHNOLOGIES CORP,N,117.7,5074102,800059,1,1,-0.002254
20180504,UTX,UNITED TECHNOLOGIES CORP,N,119.51,6544606,800059,1,1,0.012811
20180507,UTX,UNITED TECHNOLOGIES CORP,N,120.89,2892658,800059,1,1,0.003458
20180508,UTX,UNITED TECHNOLOGIES CORP,N,121.79,3063469,800059,1,1,-0.000266
20180509,UTX,UNITED TECHNOLOGIES CORP,N,123.11,3551825,800059,1,1,0.009682
20180510,UTX,UNITED TECHNOLOGIES CORP,N,124.1,2338417,800059,1,1,0.009371
20180511,UTX,UNITED TECHNOLOGIES CORP,N,124.48,2717467,800059,1,1,0.001708
20180514,UTX,UNITED TECHNOLOGIES CORP,N,124.98,4420398,800059,1,1,0.000884
20180515,UTX,UNITED TECHNOLOGIES CORP,N,124.55,3384546,800059,1,1,-0.006842
20180516,UTX,UNITED TECHNOLOGIES CORP,N,124.78,3688962,800059,1,1,0.004061
20180517,UTX,UNITED TECHNOLOGIES CORP,N,124.61,3329664,800059,1,1,-0.000856
20180518,UTX,UNITED TECHNOLOGIES CORP,N,125.19,2310080,800059,1,1,-0.002632
20180521,UTX,UNITED TECHNOLOGIES CORP,N,128.05,4701149,800059,1,1,0.007387
20180522,UTX,UNITED TECHNOLOGIES CORP,N,127.87,3962689,800059,1,1,-0.003136
20180523,UTX,UNITED TECHNOLOGIES CORP,N,127.58,4008892,800059,1,1,0.003248
20180524,UTX,UNITED TECHNOLOGIES CORP,N,127.4,1835266,800059,1,1,-0.002023
20180525,UTX,UNITED TECHNOLOGIES CORP,N,127.03,1730143,800059,1,1,-0.002357
20180529,UTX,UNITED TECHNOLOGIES CORP,N,125.11,2776074,800059,1,1,-0.011564
20180530,UTX,UNITED TECHNOLOGIES CORP,N,126.2,2782584,800059,1,1,0.012696
20180531,UTX,UNITED TECHNOLOGIES CORP,N,124.82,3417406,800059,1,1,-0.00688
20180601,UTX,UNITED TECHNOLOGIES CORP,N,125.81,2679927,800059,1,1,0.010849
20180604,UTX,UNITED TECHNOLOGIES CORP,N,126.29,3218988,800059,1,1,0.00448
20180605,UTX,UNITED TECHNOLOGIES CORP,N,125.95,2171259,800059,1,1,0.000703
20180606,UTX,UNITED TECHNOLOGIES CORP,N,126.82,2941589,800059,1,1,0.008567
20180607,UTX,UNITED TECHNOLOGIES CORP,N,127.58,2513457,800059,1,1,-0.000714
20180608,UTX,UNITED TECHNOLOGIES CORP,N,127.61,2761772,800059,1,1,0.003126
20180611,UTX,UNITED TECHNOLOGIES CORP,N,128.17,3874082,800059,1,1,0.001069
20180612,UTX,UNITED TECHNOLOGIES CORP,N,127.85,2510786,800059,1,1,0.001743
20180613,UTX,UNITED TECHNOLOGIES CORP,N,126.94,2806499,800059,1,1,-0.004026
20180614,UTX,UNITED TECHNOLOGIES CORP,N,126.94,3940082,800059,1,1,0.002472
20180615,UTX,UNITED TECHNOLOGIES CORP,N,126.91,7458821,800059,1,1,-0.001017
20180618,UTX,UNITED TECHNOLOGIES CORP,N,127.49,3892410,800059,1,1,-0.002126
20180619,UTX,UNITED TECHNOLOGIES CORP,N,125.05,5816887,800059,1,1,-0.004023
20180620,UTX,UNITED TECHNOLOGIES CORP,N,125.36,3942662,800059,1,1,0.001712
20180621,UTX,UNITED TECHNOLOGIES CORP,N,123.48,4600639,800059,1,1,-0.006345
20180622,UTX,UNITED TECHNOLOGIES CORP,N,124.87,3965347,800059,1,1,0.001862
20180625,UTX,UNITED TECHNOLOGIES CORP,N,124.61,6310299,800059,1,1,-0.013725
20180626,UTX,UNITED TECHNOLOGIES CORP,N,125.64,5580596,800059,1,1,0.002205
20180627,UTX,UNITED TECHNOLOGIES CORP,N,124.36,5201652,800059,1,1,-0.008604
20180628,UTX,UNITED TECHNOLOGIES CORP,N,124.6,3282471,800059,1,1,0.006179
20180629,UTX,UNITED TECHNOLOGIES CORP,N,125.03,3810934,800059,1,1,0.000758
20180702,UTX,UNITED TECHNOLOGIES CORP,N,125.03,4220715,800059,1,1,0.003068
20180703,UTX,UNITED TECHNOLOGIES CORP,N,124.92,2466001,800059,1,1,-0.004947
20180705,UTX,UNITED TECHNOLOGIES CORP,N,124.95,3434300,800059,1,1,0.008621
20180706,UTX,UNITED TECHNOLOGIES CORP,N,125.4,2306735,800059,1,1,0.008481
20180709,UTX,UNITED TECHNOLOGIES CORP,N,126.68,3398717,800059,1,1,0.008823
20180710,UTX,UNITED TECHNOLOGIES CORP,N,127.06,3198926,800059,1,1,0.003473
20180711,UTX,UNITED TECHNOLOGIES CORP,N,124.88,3653882,800059,1,1,-0.007094
20180712,UTX,UNITED TECHNOLOGIES CORP,N,127.35,4612797,800059,1,1,0.008749
20180713,UTX,UNITED TECHNOLOGIES CORP,N,129.50999,4643298,800059,1,1,0.001079
20180716,UTX,UNITED TECHNOLOGIES CORP,N,128.98,4062187,800059,1,1,-0.001028
20180717,UTX,UNITED TECHNOLOGIES CORP,N,130.71001,4709724,800059,1,1,0.003974
20180718,UTX,UNITED TECHNOLOGIES CORP,N,131.69,3756727,800059,1,1,0.00216
20180719,UTX,UNITED TECHNOLOGIES CORP,N,130.36,2574095,800059,1,1,-0.003953
20180720,UTX,UNITED TECHNOLOGIES CORP,N,130.25999,3216640,800059,1,1,-0.000948
20180723,UTX,UNITED TECHNOLOGIES CORP,N,129.37,3859648,800059,1,1,0.001838
20180724,UTX,UNITED TECHNOLOGIES CORP,N,134.24001,8117020,800059,1,1,0.004781
20180725,UTX,UNITED TECHNOLOGIES CORP,N,134.75,5541476,800059,1,1,0.009102
20180726,UTX,UNITED TECHNOLOGIES CORP,N,135.84,6136481,800059,1,1,-0.003032
20180727,UTX,UNITED TECHNOLOGIES CORP,N,134.53,3795959,800059,1,1,-0.006562
20180730,UTX,UNITED TECHNOLOGIES CORP,N,133.10001,3695422,800059,1,1,-0.005754
20180731,UTX,UNITED TECHNOLOGIES CORP,N,135.74001,5105684,800093,1,1,0.004885
20180801,UTX,UNITED TECHNOLOGIES CORP,N,134.89999,3765082,800093,1,1,-0.00104
20180802,UTX,UNITED TECHNOLOGIES CORP,N,134.12,2232865,800093,1,1,0.004926
20180803,UTX,UNITED TECHNOLOGIES CORP,N,133.89,1946567,800093,1,1,0.004644
20180806,UTX,UNITED TECHNOLOGIES CORP,N,133.94,1945833,800093,1,1,0.003538
20180807,UTX,UNITED TECHNOLOGIES CORP,N,134.49001,2197453,800093,1,1,0.002824
20180808,UTX,UNITED TECHNOLOGIES CORP,N,134.71001,1825461,800093,1,1,-0.000262
20180809,UTX,UNITED TECHNOLOGIES CORP,N,134.24001,3274803,800093,1,1,-0.001442
20180810,UTX,UNITED TECHNOLOGIES CORP,N,133.10001,2407567,800093,1,1,-0.007114
20180813,UTX,UNITED TECHNOLOGIES CORP,N,132.17999,2527302,800093,1,1,-0.004006
20180814,UTX,UNITED TECHNOLOGIES CORP,N,132.42,3192848,800093,1,1,0.006389
20180815,UTX,UNITED TECHNOLOGIES CORP,N,131.75,4564905,800093,1,1,-0.007602
20180816,UTX,UNITED TECHNOLOGIES CORP,N,133.31,4261406,800093,1,1,0.007919
20180817,UTX,UNITED TECHNOLOGIES CORP,N,134.44,4262582,800093,1,1,0.003323
20180820,UTX,UNITED TECHNOLOGIES CORP,N,135.14,5342421,800093,1,1,0.002428
20180821,UTX,UNITED TECHNOLOGIES CORP,N,135.98,2235377,800093,1,1,0.002069
20180822,UTX,UNITED TECHNOLOGIES CORP,N,133.24001,3754107,800093,1,1,-0.000398
20180823,UTX,UNITED TECHNOLOGIES CORP,N,132.62,3526281,800093,1,1,-0.001691
20180824,UTX,UNITED TECHNOLOGIES CORP,N,133.36,2879632,800093,1,1,0.006199
20180827,UTX,UNITED TECHNOLOGIES CORP,N,135.36,3033220,800093,1,1,0.00767
20180828,UTX,UNITED TECHNOLOGIES CORP,N,134.5,2247851,800093,1,1,0.000269
20180829,UTX,UNITED TECHNOLOGIES CORP,N,133.62,3797835,800093,1,1,0.005701
20180830,UTX,UNITED TECHNOLOGIES CORP,N,132.59,2901784,800093,1,1,-0.00443
20180831,UTX,UNITED TECHNOLOGIES CORP,N,131.7,2757531,800093,1,1,0.000134
20180904,UTX,UNITED TECHNOLOGIES CORP,N,131.89999,2928483,800093,1,1,-0.001654
20180905,UTX,UNITED TECHNOLOGIES CORP,N,132.78,2633773,800093,1,1,-0.002803
20180906,UTX,UNITED TECHNOLOGIES CORP,N,133.52,3604985,800093,1,1,-0.003652
20180907,UTX,UNITED TECHNOLOGIES CORP,N,132.00999,3182484,800093,1,1,-0.002213
20180910,UTX,UNITED TECHNOLOGIES CORP,N,133.64999,4197760,800093,1,1,0.001898
20180911,UTX,UNITED TECHNOLOGIES CORP,N,133.61,2050034,800093,1,1,0.00374
20180912,UTX,UNITED TECHNOLOGIES CORP,N,133.89,3492645,800093,1,1,0.000357
20180913,UTX,UNITED TECHNOLOGIES CORP,N,135.52,2800953,800093,1,1,0.005282
20180914,UTX,UNITED TECHNOLOGIES CORP,N,137.8,5488006,800093,1,1,0.000275
20180917,UTX,UNITED TECHNOLOGIES CORP,N,137.75999,4762334,800093,1,1,-0.00557
20180918,UTX,UNITED TECHNOLOGIES CORP,N,139.58,4314063,800093,1,1,0.005369
20180919,UTX,UNITED TECHNOLOGIES CORP,N,140.5,3992747,800093,1,1,0.001253
20180920,UTX,UNITED TECHNOLOGIES CORP,N,141.85001,3875794,800093,1,1,0.007841
20180921,UTX,UNITED TECHNOLOGIES CORP,N,142.08,7330895,800093,1,1,-0.000369
20180924,UTX,UNITED TECHNOLOGIES CORP,N,140.34,2532323,800093,1,1,-0.003516
20180925,UTX,UNITED TECHNOLOGIES CORP,N,139.71001,3270434,800093,1,1,-0.001305
20180926,UTX,UNITED TECHNOLOGIES CORP,N,139.56,2368405,800093,1,1,-0.003289
20180927,UTX,UNITED TECHNOLOGIES CORP,N,139.67999,1836275,800093,1,1,0.002763
20180928,UTX,UNITED TECHNOLOGIES CORP,N,139.81,2476644,800093,1,1,-0.000007
20181001,UTX,UNITED TECHNOLOGIES CORP,N,140.92,3316005,800093,1,1,0.003641
20181002,UTX,UNITED TECHNOLOGIES CORP,N,141.45,3699091,800093,1,1,-0.000397
20181003,UTX,UNITED TECHNOLOGIES CORP,N,141.02,3437161,800093,1,1,0.000711
20181004,UTX,UNITED TECHNOLOGIES CORP,N,140.39,3404204,800093,1,1,-0.00817
20181005,UTX,UNITED TECHNOLOGIES CORP,N,139.06,2881207,800093,1,1,-0.005528
20181008,UTX,UNITED TECHNOLOGIES CORP,N,139.59,3173516,800093,1,1,-0.000395
20181009,UTX,UNITED TECHNOLOGIES CORP,N,135.88,4768263,800093,1,1,-0.001418
20181010,UTX,UNITED TECHNOLOGIES CORP,N,131.12,5734758,800093,1,1,-0.032864
20181011,UTX,UNITED TECHNOLOGIES CORP,N,129.37,8131163,800093,1,1,-0.020573
20181012,UTX,UNITED TECHNOLOGIES CORP,N,129.63,5133221,800093,1,1,0.014206
20181015,UTX,UNITED TECHNOLOGIES CORP,N,130.33,3258076,800093,1,1,-0.005905
20181016,UTX,UNITED TECHNOLOGIES CORP,N,132.50999,3509774,800093,1,1,0.021496
20181017,UTX,UNITED TECHNOLOGIES CORP,N,130.07001,3728459,800093,1,1,-0.000253
20181018,UTX,UNITED TECHNOLOGIES CORP,N,128.94,3411094,800093,1,1,-0.014392
20181019,UTX,UNITED TECHNOLOGIES CORP,N,128.67999,4574686,800093,1,1,-0.000361
20181022,UTX,UNITED TECHNOLOGIES CORP,N,126.4,5482194,800093,1,1,-0.004299
20181023,UTX,UNITED TECHNOLOGIES CORP,N,130.02,7030624,800093,1,1,-0.005512
20181024,UTX,UNITED TECHNOLOGIES CORP,N,122.07,8459653,800093,1,1,-0.030864
20181025,UTX,UNITED TECHNOLOGIES CORP,N,124.4,4720750,800093,1,1,0.018625
20181026,UTX,UNITED TECHNOLOGIES CORP,N,123.23,4692582,800093,1,1,-0.017327
20181029,UTX,UNITED TECHNOLOGIES CORP,N,121.09,4944260,800093,1,1,-0.00656
20181030,UTX,UNITED TECHNOLOGIES CORP,N,122.62,4861923,800093,1,1,0.015667
20181031,UTX,UNITED TECHNOLOGIES CORP,N,124.21,6150506,800984,1,1,0.010851
20181101,UTX,UNITED TECHNOLOGIES CORP,N,127.58,5591271,800984,1,1,0.010558
20181102,UTX,UNITED TECHNOLOGIES CORP,N,127.43,6192110,800984,1,1,-0.006317
20181105,UTX,UNITED TECHNOLOGIES CORP,N,127.25,5477034,800984,1,1,0.0056
20181106,UTX,UNITED TECHNOLOGIES CORP,N,127.94,3254354,800984,1,1,0.006259
20181107,UTX,UNITED TECHNOLOGIES CORP,N,130.55,5399230,800984,1,1,0.021209
20181108,UTX,UNITED TECHNOLOGIES CORP,N,131.34,4748014,800984,1,1,-0.002509
20181109,UTX,UNITED TECHNOLOGIES CORP,N,130.71001,5007140,800984,1,1,-0.009199
20181112,UTX,UNITED TECHNOLOGIES CORP,N,128.3,4197428,800984,1,1,-0.019701
20181113,UTX,UNITED TECHNOLOGIES CORP,N,129.12,3433021,800984,1,1,-0.001482
20181114,UTX,UNITED TECHNOLOGIES CORP,N,128.89,5749783,800984,1,1,-0.007567
20181115,UTX,UNITED TECHNOLOGIES CORP,N,129.73,4598968,800984,1,1,0.010594
20181116,UTX,UNITED TECHNOLOGIES CORP,N,130.13,5184353,800984,1,1,0.002223
20181119,UTX,UNITED TECHNOLOGIES CORP,N,127.85,4989691,800984,1,1,-0.016643
20181120,UTX,UNITED TECHNOLOGIES CORP,N,126,4386271,800984,1,1,-0.018151
20181121,UTX,UNITED TECHNOLOGIES CORP,N,125.71,2728688,800984,1,1,0.003043
20181123,UTX,UNITED TECHNOLOGIES CORP,N,129.03999,9726113,800984,1,1,-0.006555
20181126,UTX,UNITED TECHNOLOGIES CORP,N,127.98,10609758,800984,1,1,0.015532
20181127,UTX,UNITED TECHNOLOGIES CORP,N,122.68,16869673,800984,1,1,0.003262
20181128,UTX,UNITED TECHNOLOGIES CORP,N,122.73,8533634,800984,1,1,0.022974
20181129,UTX,UNITED TECHNOLOGIES CORP,N,121.2,6155747,800984,1,1,-0.002198
20181130,UTX,UNITED TECHNOLOGIES CORP,N,121.84,9636791,863384,1,1,0.008186
20181203,UTX,UNITED TECHNOLOGIES CORP,N,123.6,6875403,863384,1,1,0.010941
20181204,UTX,UNITED TECHNOLOGIES CORP,N,120.87,7686590,863384,1,1,-0.032365
20181206,UTX,UNITED TECHNOLOGIES CORP,N,121.45,9333695,863384,1,1,-0.001522
20181207,UTX,UNITED TECHNOLOGIES CORP,N,119.45,7503568,863384,1,1,-0.02332
20181210,UTX,UNITED TECHNOLOGIES CORP,N,119.41,5316993,863384,1,1,0.001762
20181211,UTX,UNITED TECHNOLOGIES CORP,N,118.93,4331809,863384,1,1,-0.000356
20181212,UTX,UNITED TECHNOLOGIES CORP,N,119.66,3087354,863384,1,1,0.005419
20181213,UTX,UNITED TECHNOLOGIES CORP,N,119.25,5715012,863384,1,1,-0.0002
20181214,UTX,UNITED TECHNOLOGIES CORP,N,118.8,4011638,863384,1,1,-0.019087
20181217,UTX,UNITED TECHNOLOGIES CORP,N,115.31,5074522,863384,1,1,-0.020773
20181218,UTX,UNITED TECHNOLOGIES CORP,N,115.78,3778164,863384,1,1,0.000086
20181219,UTX,UNITED TECHNOLOGIES CORP,N,113.8,10447738,863384,1,1,-0.015396
20181220,UTX,UNITED TECHNOLOGIES CORP,N,109.62,14285461,863384,1,1,-0.015772
20181221,UTX,UNITED TECHNOLOGIES CORP,N,106.18,12466049,863384,1,1,-0.020588
20181224,UTX,UNITED TECHNOLOGIES CORP,N,102.06,4275428,863384,1,1,-0.027112
20181226,UTX,UNITED TECHNOLOGIES CORP,N,106.01,7112423,863384,1,1,0.049594
20181227,UTX,UNITED TECHNOLOGIES CORP,N,105.76,6552637,863384,1,1,0.008563
20181228,UTX,UNITED TECHNOLOGIES CORP,N,105.34,5616951,863384,1,1,-0.001242
20181231,UTX,UNITED TECHNOLOGIES CORP,N,106.48,4436330,863384,1,1,0.008492
20140102,PG,PROCTER & GAMBLE CO,N,80.54,6985500,2718231,1,1,-0.008862
20140103,PG,PROCTER & GAMBLE CO,N,80.45,6925900,2718231,1,1,-0.000333
20140106,PG,PROCTER & GAMBLE CO,N,80.64,7209900,2718231,1,1,-0.002512
20140107,PG,PROCTER & GAMBLE CO,N,81.42,7158200,2718231,1,1,0.006082
20140108,PG,PROCTER & GAMBLE CO,N,80.24,13462900,2718231,1,1,-0.000212
20140109,PG,PROCTER & GAMBLE CO,N,80.42,10839400,2718231,1,1,0.000348
20140110,PG,PROCTER & GAMBLE CO,N,80.3,8452400,2718231,1,1,0.002307
20140113,PG,PROCTER & GAMBLE CO,N,80.01,9366100,2718231,1,1,-0.012576
20140114,PG,PROCTER & GAMBLE CO,N,80.87,8737200,2718231,1,1,0.010818
20140115,PG,PROCTER & GAMBLE CO,N,80.79,8223600,2718231,1,1,0.005166
20140116,PG,PROCTER & GAMBLE CO,N,80.56,11673900,2718231,1,1,-0.001347
20140117,PG,PROCTER & GAMBLE CO,N,79.88,13633500,2718231,1,1,-0.003895
20140121,PG,PROCTER & GAMBLE CO,N,80.18,13216900,2718231,1,1,0.002774
20140122,PG,PROCTER & GAMBLE CO,N,79.23,8455600,2718231,1,1,0.000575
20140123,PG,PROCTER & GAMBLE CO,N,78.24,12674600,2718231,1,1,-0.00889
20140124,PG,PROCTER & GAMBLE CO,N,79.18,20190700,2718231,1,1,-0.020875
20140127,PG,PROCTER & GAMBLE CO,N,78.47,10396500,2718231,1,1,-0.004876
20140128,PG,PROCTER & GAMBLE CO,N,79.11,10061900,2718231,1,1,0.006141
20140129,PG,PROCTER & GAMBLE CO,N,77.64,13443100,2718231,1,1,-0.010209
20140130,PG,PROCTER & GAMBLE CO,N,76.87,9462500,2718231,1,1,0.011267
20140131,PG,PROCTER & GAMBLE CO,N,76.62,12996700,2711408,1,1,-0.006465
20140203,PG,PROCTER & GAMBLE CO,N,75.7,14304700,2711408,1,1,-0.022832
20140204,PG,PROCTER & GAMBLE CO,N,76.09,15598400,2711408,1,1,0.007641
20140205,PG,PROCTER & GAMBLE CO,N,76.45,9734300,2711408,1,1,-0.002028
20140206,PG,PROCTER & GAMBLE CO,N,76.9,7822000,2711408,1,1,0.01244
20140207,PG,PROCTER & GAMBLE CO,N,77.31,7301400,2711408,1,1,0.013302
20140210,PG,PROCTER & GAMBLE CO,N,78.03,8964300,2711408,1,1,0.001569
20140211,PG,PROCTER & GAMBLE CO,N,78.84,10516100,2711408,1,1,0.011062
20140212,PG,PROCTER & GAMBLE CO,N,77.49,11035200,2711408,1,1,-0.000269
20140213,PG,PROCTER & GAMBLE CO,N,77.8,7422700,2711408,1,1,0.00581
20140214,PG,PROCTER & GAMBLE CO,N,79.4,10819500,2711408,1,1,0.004809
20140218,PG,PROCTER & GAMBLE CO,N,77.97,15763700,2711408,1,1,0.001158
20140219,PG,PROCTER & GAMBLE CO,N,78.14,8740100,2711408,1,1,-0.006524
20140220,PG,PROCTER & GAMBLE CO,N,77.92,8275300,2711408,1,1,0.006031
20140221,PG,PROCTER & GAMBLE CO,N,77.97,8095900,2711408,1,1,-0.001919
20140224,PG,PROCTER & GAMBLE CO,N,77.86,7838900,2711408,1,1,0.006187
20140225,PG,PROCTER & GAMBLE CO,N,78.12,8182400,2711408,1,1,-0.001348
20140226,PG,PROCTER & GAMBLE CO,N,77.86,7772500,2711408,1,1,0.000022
20140227,PG,PROCTER & GAMBLE CO,N,78.19,6549800,2711408,1,1,0.004948
20140228,PG,PROCTER & GAMBLE CO,N,78.66,8489900,2711408,1,1,0.002783
20140303,PG,PROCTER & GAMBLE CO,N,77.48,8609593,2711408,1,1,-0.007379
20140304,PG,PROCTER & GAMBLE CO,N,78.45,8306976,2711408,1,1,0.015268
20140305,PG,PROCTER & GAMBLE CO,N,77.82,8542659,2711408,1,1,-0.000053
20140306,PG,PROCTER & GAMBLE CO,N,78.06,6475573,2711408,1,1,0.001718
20140307,PG,PROCTER & GAMBLE CO,N,78.38,5865449,2711408,1,1,0.000538
20140310,PG,PROCTER & GAMBLE CO,N,78.53,5233421,2711408,1,1,-0.000463
20140311,PG,PROCTER & GAMBLE CO,N,78.95,6599692,2711408,1,1,-0.005082
20140312,PG,PROCTER & GAMBLE CO,N,79.24,7470100,2711408,1,1,0.000305
20140313,PG,PROCTER & GAMBLE CO,N,79.19,9676644,2711408,1,1,-0.011701
20140314,PG,PROCTER & GAMBLE CO,N,78.98,14850696,2711408,1,1,-0.002822
20140317,PG,PROCTER & GAMBLE CO,N,79.84,8452219,2711408,1,1,0.009614
20140318,PG,PROCTER & GAMBLE CO,N,79.77,7703150,2711408,1,1,0.00722
20140319,PG,PROCTER & GAMBLE CO,N,78.78,8607176,2711408,1,1,-0.006132
20140320,PG,PROCTER & GAMBLE CO,N,78.32,8659509,2711408,1,1,0.006041
20140321,PG,PROCTER & GAMBLE CO,N,77.88,21250203,2711408,1,1,-0.002933
20140324,PG,PROCTER & GAMBLE CO,N,79.3,11221570,2711408,1,1,-0.004865
