DATE,TICKER,COMNAM,PRIMEXCH,PRC,VOL,SHROUT,CFACPR,CFACSHR,SPRTRN
20180214,MCD,MCDONALDS CORP,N,159.99001,5865565,797186,1,1,0.013402
20180215,MCD,MCDONALDS CORP,N,160.78,5012104,797186,1,1,0.012069
20180216,MCD,MCDONALDS CORP,N,157.78999,7165793,797186,1,1,0.000373
20180220,MCD,MCDONALDS CORP,N,157.16,5211141,797186,1,1,-0.005841
20180221,MCD,MCDONALDS CORP,N,158.64,7833396,797186,1,1,-0.005497
20180222,MCD,MCDONALDS CORP,N,160.66,4398165,797186,1,1,0.000974
20180223,MCD,MCDONALDS CORP,N,163.06,4272364,797186,1,1,0.016028
20180226,MCD,MCDONALDS CORP,N,163.58,4525196,797186,1,1,0.011757
20180227,MCD,MCDONALDS CORP,N,160.66,4907530,797186,1,1,-0.012707
20180228,MCD,MCDONALDS CORP,N,157.74001,6116820,794498,1,1,-0.011096
20180301,MCD,MCDONALDS CORP,N,155.7,5608962,794498,1,1,-0.013324
20180302,MCD,MCDONALDS CORP,N,148.27,11754262,794498,1,1,0.005072
20180305,MCD,MCDONALDS CORP,N,151.03,6397841,794498,1,1,0.011032
20180306,MCD,MCDONALDS CORP,N,151.2,5015408,794498,1,1,0.002639
20180307,MCD,MCDONALDS CORP,N,152.38,4492049,794498,1,1,-0.000484
20180308,MCD,MCDONALDS CORP,N,154.44,4291386,794498,1,1,0.004463
20180309,MCD,MCDONALDS CORP,N,157.24001,5076480,794498,1,1,0.017379
20180312,MCD,MCDONALDS CORP,N,157.74001,4461502,794498,1,1,-0.001274
20180313,MCD,MCDONALDS CORP,N,158.22,4333091,794498,1,1,-0.006364
20180314,MCD,MCDONALDS CORP,N,158.24001,3878961,794498,1,1,-0.005724
20180315,MCD,MCDONALDS CORP,N,161.61,5925708,794498,1,1,-0.000782
20180316,MCD,MCDONALDS CORP,N,162.36,14293754,794498,1,1,0.001703
20180319,MCD,MCDONALDS CORP,N,159.00999,4307627,794498,1,1,-0.014204
20180320,MCD,MCDONALDS CORP,N,159.38,3105129,794498,1,1,0.001482
20180321,MCD,MCDONALDS CORP,N,158.66,3871947,794498,1,1,-0.001844
20180322,MCD,MCDONALDS CORP,N,157.03999,3669437,794498,1,1,-0.025163
20180323,MCD,MCDONALDS CORP,N,154.98,3447383,794498,1,1,-0.020967
20180326,MCD,MCDONALDS CORP,N,158.00999,3476951,794498,1,1,0.027157
20180327,MCD,MCDONALDS CORP,N,157.48,3519139,794498,1,1,-0.017276
20180328,MCD,MCDONALDS CORP,N,158.41,3913249,794498,1,1,-0.002917
20180329,MCD,MCDONALDS CORP,N,156.38,5289487,794498,1,1,0.01377
20180402,MCD,MCDONALDS CORP,N,157.72,6960137,794498,1,1,-0.022337
20180403,MCD,MCDONALDS CORP,N,160.39999,4719350,794498,1,1,0.012615
20180404,MCD,MCDONALDS CORP,N,161.73,4888038,794498,1,1,0.011566
20180405,MCD,MCDONALDS CORP,N,163.95,4503889,794498,1,1,0.006863
20180406,MCD,MCDONALDS CORP,N,161.25,4321878,794498,1,1,-0.02192
20180409,MCD,MCDONALDS CORP,N,161.23,3581531,794498,1,1,0.003337
20180410,MCD,MCDONALDS CORP,N,162.77,3926051,794498,1,1,0.016727
20180411,MCD,MCDONALDS CORP,N,163.34,2711129,794498,1,1,-0.005525
20180412,MCD,MCDONALDS CORP,N,161.62,5178889,794498,1,1,0.008251
20180413,MCD,MCDONALDS CORP,N,161.73,2452777,794498,1,1,-0.002887
20180416,MCD,MCDONALDS CORP,N,161.63,3115186,794498,1,1,0.008109
20180417,MCD,MCDONALDS CORP,N,162.55,2861915,794498,1,1,0.010662
20180418,MCD,MCDONALDS CORP,N,161.81,2503128,794498,1,1,0.000831
20180419,MCD,MCDONALDS CORP,N,159.53,3276623,794498,1,1,-0.005726
20180420,MCD,MCDONALDS CORP,N,158.77,3961213,794498,1,1,-0.008537
20180423,MCD,MCDONALDS CORP,N,158.99001,3051878,794498,1,1,0.000056
20180424,MCD,MCDONALDS CORP,N,157.32001,2904359,794498,1,1,-0.013381
20180425,MCD,MCDONALDS CORP,N,155.94,3710228,794498,1,1,0.001837
20180426,MCD,MCDONALDS CORP,N,158.89999,3680630,794498,1,1,0.010434
20180427,MCD,MCDONALDS CORP,N,158.3,4141496,794498,1,1,0.001114
20180430,MCD,MCDONALDS CORP,N,167.44,12954744,786088,1,1,-0.008188
20180501,MCD,MCDONALDS CORP,N,163.44,6560143,786088,1,1,0.002549
20180502,MCD,MCDONALDS CORP,N,160.67999,4318436,786088,1,1,-0.007206
20180503,MCD,MCDONALDS CORP,N,160.08,3450094,786088,1,1,-0.002254
20180504,MCD,MCDONALDS CORP,N,165.03,4283643,786088,1,1,0.012811
20180507,MCD,MCDONALDS CORP,N,165,3378990,786088,1,1,0.003458
20180508,MCD,MCDONALDS CORP,N,164.77,2808116,786088,1,1,-0.000266
20180509,MCD,MCDONALDS CORP,N,164.24001,2762488,786088,1,1,0.009682
20180510,MCD,MCDONALDS CORP,N,165.07001,1675139,786088,1,1,0.009371
20180511,MCD,MCDONALDS CORP,N,165.39,2258462,786088,1,1,0.001708
20180514,MCD,MCDONALDS CORP,N,164.72,2537289,786088,1,1,0.000884
20180515,MCD,MCDONALDS CORP,N,163.06,3471278,786088,1,1,-0.006842
20180516,MCD,MCDONALDS CORP,N,162.87,2522035,786088,1,1,0.004061
20180517,MCD,MCDONALDS CORP,N,161.31,2975505,786088,1,1,-0.000856
20180518,MCD,MCDONALDS CORP,N,160.98,2318045,786088,1,1,-0.002632
20180521,MCD,MCDONALDS CORP,N,161.48,2424012,786088,1,1,0.007387
20180522,MCD,MCDONALDS CORP,N,159.45,3224003,786088,1,1,-0.003136
20180523,MCD,MCDONALDS CORP,N,161.62,3835129,786088,1,1,0.003248
20180524,MCD,MCDONALDS CORP,N,162.39,3378040,786088,1,1,-0.002023
20180525,MCD,MCDONALDS CORP,N,163.21001,2582090,786088,1,1,-0.002357
20180529,MCD,MCDONALDS CORP,N,160.62,3197053,786088,1,1,-0.011564
20180530,MCD,MCDONALDS CORP,N,161.82001,2396547,786088,1,1,0.012696
20180531,MCD,MCDONALDS CORP,N,160.00999,4881141,785177,1,1,-0.00688
20180601,MCD,MCDONALDS CORP,N,159.16,3203782,785177,1,1,0.010849
20180604,MCD,MCDONALDS CORP,N,160.22,3174562,785177,1,1,0.00448
20180605,MCD,MCDONALDS CORP,N,159.48,2952304,785177,1,1,0.000703
20180606,MCD,MCDONALDS CORP,N,162.38,3586190,785177,1,1,0.008567
20180607,MCD,MCDONALDS CORP,N,169.48,8342535,785177,1,1,-0.000714
20180608,MCD,MCDONALDS CORP,N,168.91,5056578,785177,1,1,0.003126
20180611,MCD,MCDONALDS CORP,N,166.49001,3246464,785177,1,1,0.001069
20180612,MCD,MCDONALDS CORP,N,166.73,2985260,785177,1,1,0.001743
20180613,MCD,MCDONALDS CORP,N,166.58,3140508,785177,1,1,-0.004026
20180614,MCD,MCDONALDS CORP,N,167.05,2389963,785177,1,1,0.002472
20180615,MCD,MCDONALDS CORP,N,166.46001,7384360,785177,1,1,-0.001017
20180618,MCD,MCDONALDS CORP,N,166.28,4297727,785177,1,1,-0.002126
20180619,MCD,MCDONALDS CORP,N,164.97,3350429,785177,1,1,-0.004023
20180620,MCD,MCDONALDS CORP,N,162.56,3649511,785177,1,1,0.001712
20180621,MCD,MCDONALDS CORP,N,160.53,4655807,785177,1,1,-0.006345
20180622,MCD,MCDONALDS CORP,N,164.55,10927291,785177,1,1,0.001862
20180625,MCD,MCDONALDS CORP,N,159.81,6126774,785177,1,1,-0.013725
20180626,MCD,MCDONALDS CORP,N,160.91,3375117,785177,1,1,0.002205
20180627,MCD,MCDONALDS CORP,N,157.42,4962140,785177,1,1,-0.008604
20180628,MCD,MCDONALDS CORP,N,156.32001,4136532,785177,1,1,0.006179
20180629,MCD,MCDONALDS CORP,N,156.69,4024512,785177,1,1,0.000758
20180702,MCD,MCDONALDS CORP,N,156.87,3023959,785177,1,1,0.003068
20180703,MCD,MCDONALDS CORP,N,156.48,1437699,785177,1,1,-0.004947
20180705,MCD,MCDONALDS CORP,N,157.32001,2248320,785177,1,1,0.008621
20180706,MCD,MCDONALDS CORP,N,159.42,3441328,785177,1,1,0.008481
20180709,MCD,MCDONALDS CORP,N,159.94,2477291,785177,1,1,0.008823
20180710,MCD,MCDONALDS CORP,N,160.62,2187530,785177,1,1,0.003473
20180711,MCD,MCDONALDS CORP,N,158.62,3203795,785177,1,1,-0.007094
20180712,MCD,MCDONALDS CORP,N,159.12,2360824,785177,1,1,0.008749
20180713,MCD,MCDONALDS CORP,N,158.50999,5187544,785177,1,1,0.001079
20180716,MCD,MCDONALDS CORP,N,158.78,2818313,785177,1,1,-0.001028
20180717,MCD,MCDONALDS CORP,N,159.75,1877482,785177,1,1,0.003974
20180718,MCD,MCDONALDS CORP,N,157.92999,3824040,785177,1,1,0.00216
20180719,MCD,MCDONALDS CORP,N,157.41,4869720,785177,1,1,-0.003953
20180720,MCD,MCDONALDS CORP,N,157.97,2697080,785177,1,1,-0.000948
20180723,MCD,MCDONALDS CORP,N,158.75,2754730,785177,1,1,0.001838
20180724,MCD,MCDONALDS CORP,N,157.94,3388383,785177,1,1,0.004781
20180725,MCD,MCDONALDS CORP,N,158.89,4369823,785177,1,1,0.009102
20180726,MCD,MCDONALDS CORP,N,156.14,7409782,785177,1,1,-0.003032
20180727,MCD,MCDONALDS CORP,N,157.48,4287282,785177,1,1,-0.006562
20180730,MCD,MCDONALDS CORP,N,158.64,3274878,785177,1,1,-0.005754
20180731,MCD,MCDONALDS CORP,N,157.53999,3530344,785177,1,1,0.004885
20180801,MCD,MCDONALDS CORP,N,156.92,4253003,785177,1,1,-0.00104
20180802,MCD,MCDONALDS CORP,N,155.41,6245890,785177,1,1,0.004926
20180803,MCD,MCDONALDS CORP,N,156.21001,3673120,785177,1,1,0.004644
20180806,MCD,MCDONALDS CORP,N,156.72,2375200,785177,1,1,0.003538
20180807,MCD,MCDONALDS CORP,N,156.03999,1929394,785177,1,1,0.002824
20180808,MCD,MCDONALDS CORP,N,158.92,2988536,785177,1,1,-0.000262
20180809,MCD,MCDONALDS CORP,N,159.3,2764451,785177,1,1,-0.001442
20180810,MCD,MCDONALDS CORP,N,158.67999,3343459,785177,1,1,-0.007114
20180813,MCD,MCDONALDS CORP,N,158.14,2879590,785177,1,1,-0.004006
20180814,MCD,MCDONALDS CORP,N,160.60001,3111910,785177,1,1,0.006389
20180815,MCD,MCDONALDS CORP,N,159.88,3355474,785177,1,1,-0.007602
20180816,MCD,MCDONALDS CORP,N,161.73,2822325,785177,1,1,0.007919
20180817,MCD,MCDONALDS CORP,N,161.14999,2527422,785177,1,1,0.003323
20180820,MCD,MCDONALDS CORP,N,161.67999,2659503,785177,1,1,0.002428
20180821,MCD,MCDONALDS CORP,N,161.03999,1920897,785177,1,1,0.002069
20180822,MCD,MCDONALDS CORP,N,160.55,2361539,785177,1,1,-0.000398
20180823,MCD,MCDONALDS CORP,N,159.05,2755807,785177,1,1,-0.001691
20180824,MCD,MCDONALDS CORP,N,159.38,2199440,785177,1,1,0.006199
20180827,MCD,MCDONALDS CORP,N,160.48,2627116,785177,1,1,0.00767
20180828,MCD,MCDONALDS CORP,N,161.64,2138158,785177,1,1,0.000269
20180829,MCD,MCDONALDS CORP,N,163.11,3168231,785177,1,1,0.005701
20180830,MCD,MCDONALDS CORP,N,162.8,3038737,785177,1,1,-0.00443
20180831,MCD,MCDONALDS CORP,N,162.23,3649768,775800,1,1,0.000134
20180904,MCD,MCDONALDS CORP,N,161.72,3296272,775800,1,1,-0.001654
20180905,MCD,MCDONALDS CORP,N,163.24001,2749174,775800,1,1,-0.002803
20180906,MCD,MCDONALDS CORP,N,163.74001,3133754,775800,1,1,-0.003652
20180907,MCD,MCDONALDS CORP,N,163.89999,2868309,775800,1,1,-0.002213
20180910,MCD,MCDONALDS CORP,N,165.07001,3080082,775800,1,1,0.001898
20180911,MCD,MCDONALDS CORP,N,164.62,2946393,775800,1,1,0.00374
20180912,MCD,MCDONALDS CORP,N,164.74001,2613354,775800,1,1,0.000357
20180913,MCD,MCDONALDS CORP,N,162.39999,3663571,775800,1,1,0.005282
20180914,MCD,MCDONALDS CORP,N,160.84,3939824,775800,1,1,0.000275
20180917,MCD,MCDONALDS CORP,N,158.14,5360039,775800,1,1,-0.00557
20180918,MCD,MCDONALDS CORP,N,157.77,3722864,775800,1,1,0.005369
20180919,MCD,MCDONALDS CORP,N,159.17999,2821953,775800,1,1,0.001253
20180920,MCD,MCDONALDS CORP,N,160.78999,3218707,775800,1,1,0.007841
20180921,MCD,MCDONALDS CORP,N,165.3,8805474,775800,1,1,-0.000369
20180924,MCD,MCDONALDS CORP,N,163.31,4375289,775800,1,1,-0.003516
20180925,MCD,MCDONALDS CORP,N,166.41,5282930,775800,1,1,-0.001305
20180926,MCD,MCDONALDS CORP,N,165.75999,3092556,775800,1,1,-0.003289
20180927,MCD,MCDONALDS CORP,N,166.53,2390670,775800,1,1,0.002763
20180928,MCD,MCDONALDS CORP,N,167.28999,3390221,775800,1,1,-0.000007
20181001,MCD,MCDONALDS CORP,N,166.67,3126616,775800,1,1,0.003641
20181002,MCD,MCDONALDS CORP,N,165.17999,3071198,775800,1,1,-0.000397
20181003,MCD,MCDONALDS CORP,N,164.66,3830275,775800,1,1,0.000711
20181004,MCD,MCDONALDS CORP,N,165.8,3230440,775800,1,1,-0.00817
20181005,MCD,MCDONALDS CORP,N,166.57001,2822503,775800,1,1,-0.005528
20181008,MCD,MCDONALDS CORP,N,167.77,2560488,775800,1,1,-0.000395
20181009,MCD,MCDONALDS CORP,N,169.83,4158072,775800,1,1,-0.001418
20181010,MCD,MCDONALDS CORP,N,168.37,4190540,775800,1,1,-0.032864
20181011,MCD,MCDONALDS CORP,N,162.97,5430672,775800,1,1,-0.020573
20181012,MCD,MCDONALDS CORP,N,163.82001,3446093,775800,1,1,0.014206
20181015,MCD,MCDONALDS CORP,N,163.67,4265948,775800,1,1,-0.005905
20181016,MCD,MCDONALDS CORP,N,164.07001,4094663,775800,1,1,0.021496
20181017,MCD,MCDONALDS CORP,N,166.77,3608363,775800,1,1,-0.000253
20181018,MCD,MCDONALDS CORP,N,166.81,3378587,775800,1,1,-0.014392
20181019,MCD,MCDONALDS CORP,N,167.49001,3509973,775800,1,1,-0.000361
20181022,MCD,MCDONALDS CORP,N,166.63,5703547,775800,1,1,-0.004299
20181023,MCD,MCDONALDS CORP,N,177.14999,12918331,775800,1,1,-0.005512
20181024,MCD,MCDONALDS CORP,N,177.35001,7866377,775800,1,1,-0.030864
20181025,MCD,MCDONALDS CORP,N,175.31,4646367,775800,1,1,0.018625
20181026,MCD,MCDONALDS CORP,N,173.34,4741914,775800,1,1,-0.017327
20181029,MCD,MCDONALDS CORP,N,173.23,3485180,775800,1,1,-0.00656
20181030,MCD,MCDONALDS CORP,N,178.49001,5582931,775800,1,1,0.015667
20181031,MCD,MCDONALDS CORP,N,176.89999,5424712,775800,1,1,0.010851
20181101,MCD,MCDONALDS CORP,N,174.88,3701151,775800,1,1,0.010558
20181102,MCD,MCDONALDS CORP,N,176.75,4190863,775800,1,1,-0.006317
20181105,MCD,MCDONALDS CORP,N,180.39,4747298,775800,1,1,0.0056
20181106,MCD,MCDONALDS CORP,N,182.71001,4864654,775800,1,1,0.006259
20181107,MCD,MCDONALDS CORP,N,184.25,4363930,775800,1,1,0.021209
20181108,MCD,MCDONALDS CORP,N,185.48,3318599,775800,1,1,-0.002509
20181109,MCD,MCDONALDS CORP,N,185.94,3237062,775800,1,1,-0.009199
20181112,MCD,MCDONALDS CORP,N,184.37,3080753,775800,1,1,-0.019701
20181113,MCD,MCDONALDS CORP,N,184.00999,2358173,775800,1,1,-0.001482
20181114,MCD,MCDONALDS CORP,N,183.85001,3407486,775800,1,1,-0.007567
20181115,MCD,MCDONALDS CORP,N,183.56,3351256,775800,1,1,0.010594
20181116,MCD,MCDONALDS CORP,N,187.59,3759462,775800,1,1,0.002223
20181119,MCD,MCDONALDS CORP,N,186.72,3745905,775800,1,1,-0.016643
20181120,MCD,MCDONALDS CORP,N,183.71001,3708429,775800,1,1,-0.018151
20181121,MCD,MCDONALDS CORP,N,182.72,3410745,775800,1,1,0.003043
20181123,MCD,MCDONALDS CORP,N,181.92999,1747670,775800,1,1,-0.006555
20181126,MCD,MCDONALDS CORP,N,183.89,3843322,775800,1,1,0.015532
20181127,MCD,MCDONALDS CORP,N,184.63,2194245,775800,1,1,0.003262
20181128,MCD,MCDONALDS CORP,N,187.85001,3279454,775800,1,1,0.022974
20181129,MCD,MCDONALDS CORP,N,189.25999,4617087,775800,1,1,-0.002198
20181130,MCD,MCDONALDS CORP,N,188.50999,6635621,770910,1,1,0.008186
20181203,MCD,MCDONALDS CORP,N,185.37,4399266,770910,1,1,0.010941
20181204,MCD,MCDONALDS CORP,N,185.03999,4436191,770910,1,1,-0.032365
20181206,MCD,MCDONALDS CORP,N,185.45,4878006,770910,1,1,-0.001522
20181207,MCD,MCDONALDS CORP,N,182.96001,3087954,770910,1,1,-0.02332
20181210,MCD,MCDONALDS CORP,N,184.64999,3084968,770910,1,1,0.001762
20181211,MCD,MCDONALDS CORP,N,183.59,2889144,770910,1,1,-0.000356
20181212,MCD,MCDONALDS CORP,N,183.48,3024671,770910,1,1,0.005419
20181213,MCD,MCDONALDS CORP,N,186.42999,2737514,770910,1,1,-0.0002
20181214,MCD,MCDONALDS CORP,N,183.28999,4450192,770910,1,1,-0.019087
20181217,MCD,MCDONALDS CORP,N,180.78999,4566870,770910,1,1,-0.020773
20181218,MCD,MCDONALDS CORP,N,179.71001,4268985,770910,1,1,0.000086
20181219,MCD,MCDONALDS CORP,N,179.16,3883791,770910,1,1,-0.015396
20181220,MCD,MCDONALDS CORP,N,173.67999,5775271,770910,1,1,-0.015772
20181221,MCD,MCDONALDS CORP,N,174.14999,8536938,770910,1,1,-0.020588
20181224,MCD,MCDONALDS CORP,N,170.28,2400878,770910,1,1,-0.027112
20181226,MCD,MCDONALDS CORP,N,174.03,4065567,770910,1,1,0.049594
20181227,MCD,MCDONALDS CORP,N,175.71001,3934478,770910,1,1,0.008563
20181228,MCD,MCDONALDS CORP,N,175.56,2896778,770910,1,1,-0.001242
20181231,MCD,MCDONALDS CORP,N,177.57001,2482576,770910,1,1,0.008492
20140102,JPM,JPMORGAN CHASE & CO,N,58.21,15637300,3759189,1,1,-0.008862
20140103,JPM,JPMORGAN CHASE & CO,N,58.66,14220300,3759189,1,1,-0.000333
20140106,JPM,JPMORGAN CHASE & CO,N,59,17562400,3759189,1,1,-0.002512
20140107,JPM,JPMORGAN CHASE & CO,N,58.32,17869700,3759189,1,1,0.006082
20140108,JPM,JPMORGAN CHASE & CO,N,58.87,14694800,3759189,1,1,-0.000212
20140109,JPM,JPMORGAN CHASE & CO,N,58.76,13248600,3759189,1,1,0.000348
20140110,JPM,JPMORGAN CHASE & CO,N,58.49,12704400,3759189,1,1,0.002307
20140113,JPM,JPMORGAN CHASE & CO,N,57.7,20773400,3759189,1,1,-0.012576
20140114,JPM,JPMORGAN CHASE & CO,N,57.74,30318900,3759189,1,1,0.010818
20140115,JPM,JPMORGAN CHASE & CO,N,59.49,35223500,3759189,1,1,0.005166
20140116,JPM,JPMORGAN CHASE & CO,N,58.99,21691900,3759189,1,1,-0.001347
20140117,JPM,JPMORGAN CHASE & CO,N,58.11,21064900,3759189,1,1,-0.003895
20140121,JPM,JPMORGAN CHASE & CO,N,58.17,19559300,3759189,1,1,0.002774
20140122,JPM,JPMORGAN CHASE & CO,N,57.59,15484700,3759189,1,1,0.000575
20140123,JPM,JPMORGAN CHASE & CO,N,56.47,26243500,3759189,1,1,-0.00889
20140124,JPM,JPMORGAN CHASE & CO,N,55.09,27111300,3759189,1,1,-0.020875
20140127,JPM,JPMORGAN CHASE & CO,N,55.09,23944200,3759189,1,1,-0.004876
20140128,JPM,JPMORGAN CHASE & CO,N,55.74,18061700,3759189,1,1,0.006141
20140129,JPM,JPMORGAN CHASE & CO,N,55.53,25471400,3759189,1,1,-0.010209
20140130,JPM,JPMORGAN CHASE & CO,N,56,17060100,3759189,1,1,0.011267
20140131,JPM,JPMORGAN CHASE & CO,N,55.36,18201800,3759189,1,1,-0.006465
20140203,JPM,JPMORGAN CHASE & CO,N,54.31,28572200,3759189,1,1,-0.022832
20140204,JPM,JPMORGAN CHASE & CO,N,54.95,20775900,3759189,1,1,0.007641
20140205,JPM,JPMORGAN CHASE & CO,N,55.21,19499600,3759189,1,1,-0.002028
20140206,JPM,JPMORGAN CHASE & CO,N,56.48,20921200,3759189,1,1,0.01244
20140207,JPM,JPMORGAN CHASE & CO,N,56.62,25065200,3759189,1,1,0.013302
20140210,JPM,JPMORGAN CHASE & CO,N,56.74,14727300,3759189,1,1,0.001569
20140211,JPM,JPMORGAN CHASE & CO,N,57.43,18817100,3759189,1,1,0.011062
20140212,JPM,JPMORGAN CHASE & CO,N,57.52,13447600,3759189,1,1,-0.000269
20140213,JPM,JPMORGAN CHASE & CO,N,58.03,16607200,3759189,1,1,0.00581
20140214,JPM,JPMORGAN CHASE & CO,N,58.15,13186800,3759189,1,1,0.004809
20140218,JPM,JPMORGAN CHASE & CO,N,58.49,14992600,3759189,1,1,0.001158
20140219,JPM,JPMORGAN CHASE & CO,N,57.26,18687900,3759189,1,1,-0.006524
20140220,JPM,JPMORGAN CHASE & CO,N,57.58,12463700,3759189,1,1,0.006031
20140221,JPM,JPMORGAN CHASE & CO,N,57.61,16790800,3759189,1,1,-0.001919
20140224,JPM,JPMORGAN CHASE & CO,N,58.03,16211200,3759189,1,1,0.006187
20140225,JPM,JPMORGAN CHASE & CO,N,57.03,17996100,3759189,1,1,-0.001348
20140226,JPM,JPMORGAN CHASE & CO,N,56.75,23674600,3759189,1,1,0.000022
20140227,JPM,JPMORGAN CHASE & CO,N,56.69,16285400,3759189,1,1,0.004948
20140228,JPM,JPMORGAN CHASE & CO,N,56.82,18599800,3786825,1,1,0.002783
20140303,JPM,JPMORGAN CHASE & CO,N,56.21,19154871,3786825,1,1,-0.007379
20140304,JPM,JPMORGAN CHASE & CO,N,57.26,17174334,3786825,1,1,0.015268
20140305,JPM,JPMORGAN CHASE & CO,N,58.16,17762232,3786825,1,1,-0.000053
20140306,JPM,JPMORGAN CHASE & CO,N,58.9,19430068,3786825,1,1,0.001718
20140307,JPM,JPMORGAN CHASE & CO,N,59.4,18615141,3786825,1,1,0.000538
20140310,JPM,JPMORGAN CHASE & CO,N,59.2,16965386,3786825,1,1,-0.000463
20140311,JPM,JPMORGAN CHASE & CO,N,58.19,19436589,3786825,1,1,-0.005082
20140312,JPM,JPMORGAN CHASE & CO,N,57.92,17937197,3786825,1,1,0.000305
20140313,JPM,JPMORGAN CHASE & CO,N,57.42,17192490,3786825,1,1,-0.011701
20140314,JPM,JPMORGAN CHASE & CO,N,56.8,18635842,3786825,1,1,-0.002822
20140317,JPM,JPMORGAN CHASE & CO,N,57.58,13589185,3786825,1,1,0.009614
20140318,JPM,JPMORGAN CHASE & CO,N,58.06,12554754,3786825,1,1,0.00722
20140319,JPM,JPMORGAN CHASE & CO,N,58.3,21450652,3786825,1,1,-0.006132
20140320,JPM,JPMORGAN CHASE & CO,N,60.11,33736470,3786825,1,1,0.006041
20140321,JPM,JPMORGAN CHASE & CO,N,60.17,35151970,3786825,1,1,-0.002933
20140324,JPM,JPMORGAN CHASE & CO,N,61.07,25810459,3786825,1,1,-0.004865
20140325,JPM,JPMORGAN CHASE & CO,N,60.93,24053467,3786825,1,1,0.004404
20140326,JPM,JPMORGAN CHASE & CO,N,59.9,22745202,3786825,1,1,-0.007
20140327,JPM,JPMORGAN CHASE & CO,N,59.92,24632614,3786825,1,1,-0.0019
20140328,JPM,JPMORGAN CHASE & CO,N,60.04,14708741,3786825,1,1,0.00464
20140331,JPM,JPMORGAN CHASE & CO,N,60.71,15216691,3786825,1,1,0.007924
20140401,JPM,JPMORGAN CHASE & CO,N,60.67,14586580,3786825,1,1,0.007039
20140402,JPM,JPMORGAN CHASE & CO,N,60.48,14012233,3786825,1,1,0.002853
20140403,JPM,JPMORGAN CHASE & CO,N,60.66,11925208,3786825,1,1,-0.001126
20140404,JPM,JPMORGAN CHASE & CO,N,59.81,16966909,3786825,1,1,-0.012537
20140407,JPM,JPMORGAN CHASE & CO,N,59,18685680,3786825,1,1,-0.01075
20140408,JPM,JPMORGAN CHASE & CO,N,58.85,16956476,3786825,1,1,0.003751
20140409,JPM,JPMORGAN CHASE & CO,N,59.27,15308441,3786825,1,1,0.010918
20140410,JPM,JPMORGAN CHASE & CO,N,57.4,29977179,3786825,1,1,-0.020885
20140411,JPM,JPMORGAN CHASE & CO,N,55.3,47248387,3786825,1,1,-0.009487
20140414,JPM,JPMORGAN CHASE & CO,N,54.96,31081491,3786825,1,1,0.008217
20140415,JPM,JPMORGAN CHASE & CO,N,54.8,26693846,3786825,1,1,0.006757
20140416,JPM,JPMORGAN CHASE & CO,N,55.26,27050795,3786825,1,1,0.010488
20140417,JPM,JPMORGAN CHASE & CO,N,55.22,17955801,3786825,1,1,0.001364
20140421,JPM,JPMORGAN CHASE & CO,N,55.03,12384757,3786825,1,1,0.003775
20140422,JPM,JPMORGAN CHASE & CO,N,55.81,16265271,3786825,1,1,0.004092
20140423,JPM,JPMORGAN CHASE & CO,N,56.05,11381029,3786825,1,1,-0.002213
20140424,JPM,JPMORGAN CHASE & CO,N,56.19,15368188,3786825,1,1,0.001717
20140425,JPM,JPMORGAN CHASE & CO,N,55.7,15939621,3786825,1,1,-0.008096
20140428,JPM,JPMORGAN CHASE & CO,N,55.49,21394062,3786825,1,1,0.003236
20140429,JPM,JPMORGAN CHASE & CO,N,56.1,13453407,3786825,1,1,0.004761
20140430,JPM,JPMORGAN CHASE & CO,N,55.98,14388102,3785092,1,1,0.002992
20140501,JPM,JPMORGAN CHASE & CO,N,55.72,12744643,3785092,1,1,-0.000143
20140502,JPM,JPMORGAN CHASE & CO,N,55.58,15153795,3785092,1,1,-0.001348
20140505,JPM,JPMORGAN CHASE & CO,N,54.22,25237392,3785092,1,1,0.001871
20140506,JPM,JPMORGAN CHASE & CO,N,53.34,25327415,3785092,1,1,-0.008988
20140507,JPM,JPMORGAN CHASE & CO,N,54.05,18503048,3785092,1,1,0.005616
20140508,JPM,JPMORGAN CHASE & CO,N,54.36,16091486,3785092,1,1,-0.001374
20140509,JPM,JPMORGAN CHASE & CO,N,54.01,12366481,3785092,1,1,0.001519
20140512,JPM,JPMORGAN CHASE & CO,N,54.65,12825906,3785092,1,1,0.009673
20140513,JPM,JPMORGAN CHASE & CO,N,54.62,12310881,3785092,1,1,0.000422
20140514,JPM,JPMORGAN CHASE & CO,N,54.36,10334933,3785092,1,1,-0.004701
20140515,JPM,JPMORGAN CHASE & CO,N,53.51,19763012,3785092,1,1,-0.009362
20140516,JPM,JPMORGAN CHASE & CO,N,53.31,19993160,3785092,1,1,0.003747
20140519,JPM,JPMORGAN CHASE & CO,N,53.83,12068854,3785092,1,1,0.003845
20140520,JPM,JPMORGAN CHASE & CO,N,53.72,16888227,3785092,1,1,-0.006498
20140521,JPM,JPMORGAN CHASE & CO,N,54.12,13210922,3785092,1,1,0.008116
20140522,JPM,JPMORGAN CHASE & CO,N,54.55,11801568,3785092,1,1,0.002362
20140523,JPM,JPMORGAN CHASE & CO,N,54.53,10878697,3785092,1,1,0.004248
20140527,JPM,JPMORGAN CHASE & CO,N,55.14,14503732,3785092,1,1,0.005988
20140528,JPM,JPMORGAN CHASE & CO,N,55.45,11374958,3785092,1,1,-0.001114
