PERMNO,date,TICKER,PRC,SHROUT
10107,20121231,MSFT,26.70970,8374000
12490,20121231,IBM,191.55000,1129932
13407,20121231,FB,26.61970,1671000
14593,20121231,AAPL,532.17291,938973
84788,20121231,AMZN,250.87000,454000
90319,20121231,GOOG,707.38000,267448
